x1,x2,x3,class
0.807590744,0.060405758,800,0
-0.534391266,-0.065680316,0,1
-0.030982683,0.273544737,200,1
0.805945727,-0.918318761,400,0
0.519515178,0.894710726,600,0
0.435030314,0.203833339,800,1
-0.582844658,0.441286347,0,0
0.290249,0.888709019,200,0
-0.308046238,-0.453358864,400,1
1.064503485,0.253887454,600,1
-0.371579269,0.655516963,800,0
-0.348575201,-0.263236379,0,1
0.505449455,0.354423297,200,1
-0.432621414,0.131172751,400,1
0.238347117,0.968931695,600,0
-0.600413695,-0.578497751,800,0
1.27522232,0.060549158,0,0
0.040728014,0.991492469,200,0
-0.342533861,-0.056416152,400,1
-0.923629821,0.828838905,600,0
-0.721270763,0.015620971,800,1
-0.632096062,-0.229124587,0,1
-0.603939024,0.398671893,200,0
0.281340974,0.062994676,400,1
-0.000927253,0.103915205,600,1
-0.07857658,-0.254293002,800,1
0.181811348,-0.47418424,0,1
-0.489674813,1.297882131,200,0
-0.436946273,0.260380899,400,1
-0.351092475,0.317176363,600,1
-0.062565833,1.040157307,800,0
0.905630726,1.00082138,0,0
-0.787791822,-0.773432384,200,0
-0.589424884,0.382332674,400,0
-0.415906235,0.718274555,600,0
0.979233228,-0.670765437,800,0
0.728804251,0.696037084,0,0
-0.214941495,-0.206449873,200,1
0.547125692,-0.74216808,400,0
-0.436151665,0.621201412,600,1
0.327256028,-0.81642019,800,0
0.362309882,-0.174311739,0,1
0.864881399,-0.395813091,200,0
-0.546631556,-0.118901486,400,1
0.543975724,-0.001064589,600,1
0.089961612,-0.573120503,800,1
-0.653030479,0.806569798,0,0
-1.199262902,0.654373618,200,0
0.255366616,0.641188185,400,1
0.328193077,0.498607294,600,1
-1.144511519,-0.380745139,800,0
0.149543071,0.178661459,0,1
-0.152832218,-1.056501842,200,0
0.010968156,-0.348315586,400,1
0.005157624,-0.288635149,600,1
0.320593388,-1.237884496,800,0
-0.122206288,0.684578753,0,1
0.65653632,-0.055175599,200,0
0.768091297,-0.19921035,400,1
-0.13692766,-0.74563455,600,1
-0.734629177,0.724232395,800,0
0.044402655,-0.337550285,0,1
0.048913094,1.122754135,200,1
-0.19586803,0.404631513,400,1
-0.090652828,0.328619677,600,1
-0.728273978,-1.083992174,800,0
-0.387960254,0.204872378,0,1
0.725380043,-0.993948974,200,0
-0.579974105,-1.070449875,400,0
0.021024848,-0.38398496,600,1
-1.249743541,-0.2363147,800,0
0.192214345,0.686006772,0,1
-0.757721169,0.541947636,200,0
-1.11599107,-0.461079317,400,0
1.074566355,-0.214675357,600,0
-0.412571524,0.156980259,800,1
1.370269663,-0.053536787,0,0
0.384514813,0.296826499,200,1
0.284606603,-0.319633579,400,1
0.128839646,0.055114747,600,1
-0.906368647,-0.205546988,800,0
0.368346467,-0.951471826,0,0
-0.614211489,-0.365168725,200,1
-0.442038658,0.018688855,400,1
0.711357322,0.43309572,600,0
-0.473410223,-1.072777822,800,0
-0.499529926,-0.685794113,0,1
-0.057487948,0.908220015,200,0
-0.73842609,0.163781709,400,1
-0.606709019,-0.784160617,600,0
-0.326660865,0.929161738,800,0
0.29516717,-0.42594626,0,1
0.960194482,0.689618915,200,0
0.622231374,-0.565169142,400,1
-0.443072679,0.08204436,600,1
-0.959088874,0.158755906,800,0
-0.244415312,0.749961631,0,1
-0.233012358,0.143122982,200,1
0.309608486,-0.553622136,400,1
0.494676314,0.034934233,600,1
1.082406131,-0.115008781,800,0
0.178830747,-0.708203722,0,1
1.124937841,0.095199451,200,0
0.002161301,0.53152734,400,1
-0.616581882,0.712252443,600,0
1.021715359,0.296161654,800,0
-0.656469556,0.292275235,0,1
0.583983603,-0.514657087,200,0
0.048142102,-0.304207329,400,1
-1.046238967,0.134255471,600,0
-0.160143712,-0.674095384,800,0
-1.189590897,0.411842349,0,0
0.371544804,0.551980159,200,1
0.792916234,0.028054961,400,1
0.396910793,-0.317795692,600,1
0.803208203,-0.015874507,800,1
-0.456997564,0.742431493,0,0
-0.119057845,0.257908319,200,1
-1.103927008,-0.249282234,400,0
-0.557924596,-0.722977993,600,0
-0.509971903,0.57732875,800,1
-0.177898962,-0.208510572,0,1
-1.152653868,-0.71375743,200,0
0.742734736,-0.105965552,400,0
-0.455954948,-0.188769725,600,1
0.750214144,1.003366908,800,0
0.506208577,-0.010789001,0,1
0.203274919,1.158895435,200,0
0.791976045,-0.475234226,400,0
0.709664858,0.500148113,600,1
-0.811941486,-0.354018546,800,0
-0.496563494,0.554138466,0,0
0.305002457,0.089107542,200,1
0.578228513,-0.042215992,400,1
-0.28704933,-0.64086203,600,0
0.668516757,-1.082062388,800,0
0.490322682,0.530206477,0,0
0.243787587,-1.10283385,200,0
-0.452002695,-0.232838672,400,1
0.011843516,0.779145922,600,1
0.722296021,0.461356287,800,0
0.437301536,-0.496904374,0,1
-0.383926483,-0.895295528,200,0
0.016528693,-0.188076211,400,1
-0.260289941,-0.501891032,600,1
0.559324163,-0.753002409,800,0
0.52662374,-0.131958828,0,1
-0.116364923,-0.283625265,200,1
0.506353846,0.631698131,400,0
-0.022006028,0.382666256,600,1
-0.671583735,0.732781204,800,0
0.79236128,0.375286623,0,0
-0.342025566,-0.907645923,200,0
0.648646041,1.278928718,400,0
-1.498169253,-0.259172093,600,0
-0.011322736,1.035139427,800,0
1.088623141,0.430715478,0,0
-0.532086158,0.618599042,200,0
0.517939692,-0.352430947,400,1
0.339505769,0.885296406,600,0
0.129323376,-0.6330984,800,0
0.223307844,-1.144462659,0,0
0.524417868,-0.518327749,200,1
0.147970679,-0.104803243,400,1
0.045212451,-0.544183169,600,1
-0.634635538,0.176675799,800,1
0.600039447,-0.182624262,0,0
0.684358798,0.791504474,200,0
1.208518046,0.164881747,400,0
1.124597055,-0.341706172,600,0
-1.149831681,-0.589476341,800,0
-0.376464115,-0.187649853,0,1
-0.45146107,0.062953104,200,1
-0.943522881,0.198140239,400,0
-0.407714218,0.640854408,600,0
0.843365302,0.041382913,800,1
-0.218592838,-0.145552304,0,1
-0.412019798,-0.449216392,200,1
0.071892807,-0.493717413,400,1
0.15803521,0.813532135,600,1
0.548132908,-0.383499146,800,1
-0.931352789,-0.091039768,0,1
-1.0444449,0.135207115,200,0
0.560384211,-0.783811757,400,0
0.974862205,-0.622347075,600,0
0.756834022,-0.241385851,800,0
-0.403232558,0.476741123,0,1
-0.191352623,-0.627902957,200,1
-1.105651325,0.234685937,400,0
-0.609861804,-0.007882527,600,1
-0.30740891,0.719963582,800,0
-0.140119758,0.71573689,0,1
0.450140509,-0.774099001,200,0
0.034433242,0.677435277,400,1
-0.157656009,0.284413347,600,1
-0.285639712,-1.330757692,800,0
0.529501085,-0.812718121,0,0
-0.049264104,0.839039895,200,1
-1.115296743,0.281321131,400,0
0.286620814,-0.248214103,600,1
-0.271863131,-0.44373691,800,1
-0.039065869,-0.46648153,0,1
1.345634892,-0.282887982,200,0
0.487217002,0.026747531,400,1
-0.742040566,0.721081557,600,0
0.443130912,-0.677069975,800,0
-1.278214424,0.045555347,0,0
1.197081889,0.549301967,200,0
0.461559779,0.443387809,400,1
-0.337181273,0.186493881,600,1
0.582139414,0.694784034,800,0
-0.00556176,0.725093528,0,0
-0.445876014,-1.303537309,200,0
-0.030169512,-0.74488493,400,1
0.958460871,0.469659006,600,0
-0.514809091,-0.82966845,800,0
0.355678535,0.509883013,0,0
0.555170009,-0.016365827,200,1
-0.753410178,-0.449778915,400,0
0.295064541,-0.314883382,600,1
0.091193229,0.72707666,800,1
0.960068255,-0.176371613,0,0
-0.257021747,-0.06309767,200,1
-0.417844263,0.212266762,400,1
-1.199726895,0.530462267,600,0
-0.571625719,0.717704646,800,0
-0.760438827,-0.614939612,0,0
-0.593953719,-0.59353513,200,0
0.178769089,0.325418022,400,1
-1.397595721,-0.297637818,600,0
-0.378076267,-0.115282322,800,1
-0.383221439,0.03388137,0,1
-0.541082846,0.013271759,200,1
-0.096180465,0.465312146,400,1
1.339875745,0.16612499,600,0
-1.111439627,0.053544489,800,0
-0.549049486,0.284123063,0,1
-0.537660701,-0.303983412,200,1
0.455446894,0.031772786,400,1
0.543488727,0.605338984,600,0
-0.220518859,0.763945804,800,1
0.814661801,0.080369053,0,0
0.23266812,-0.166527393,200,1
0.70283083,-0.273657219,400,1
0.469647627,0.456043783,600,1
0.702639493,-0.044245091,800,1
0.520357813,-0.870648159,0,0
-1.038370905,0.694504704,200,0
0.301702467,0.205255864,400,1
-0.223010799,0.105036967,600,1
0.177824041,0.431173874,800,1
0.559510739,0.172077651,0,1
0.7980154,0.519558142,200,1
-0.498362414,-1.088213952,400,0
0.618485407,0.188738142,600,1
0.199236812,-0.777600125,800,0
-0.368284832,-0.650941553,0,1
-0.029717889,1.0035356,200,0
0.204584549,0.219009941,400,1
-0.737072425,-0.574501092,600,0
-0.500190494,-0.355451395,800,1
0.067677005,-0.333498092,0,1
0.628728223,0.842404084,200,0
-0.047739642,-1.074123886,400,0
0.625913265,-0.501349201,600,0
-0.17255078,1.314876185,800,0
-0.074230449,-0.972201517,0,0
0.411153545,0.200721433,200,1
0.905708829,0.167596357,400,0
-1.021452355,-0.587811543,600,0
0.213903063,1.103487049,800,0
0.474450876,0.574849689,0,1
-0.753723581,0.242018497,200,0
0.115762904,-0.536590958,400,1
-0.427399063,-0.902966286,600,0
0.131908449,0.840985115,800,0
0.016754901,0.76687477,0,1
0.39401534,0.122236443,200,1
-0.589332643,-0.902409128,400,1
0.087111704,0.436847186,600,1
0.485157625,-0.425402147,800,1
-0.134412955,-0.648389031,0,1
0.703865597,0.661205285,200,0
0.758558216,0.471910089,400,0
-0.628086637,-0.574176977,600,0
0.579017084,-0.034668063,800,1
0.071764904,0.226278104,0,1
-0.341249008,1.02717837,200,0
0.489342105,-0.485901836,400,1
-0.37818042,-0.602271609,600,1
0.426431578,-1.00408894,800,0
-0.269097835,-0.888602893,0,1
-0.001931256,0.993309854,200,0
-1.39214325,-0.115300194,400,0
0.414671772,-0.104478227,600,1
0.783182453,-0.106013734,800,0
-0.276945245,0.675581507,0,1
-0.026302753,-0.531566493,200,1
0.223327826,-1.37480985,400,0
-0.564300635,-0.683067954,600,0
0.807590744,0.060405758,800,0
-0.534391266,-0.065680316,0,1
-0.030982683,0.273544737,200,1
0.805945727,-0.918318761,400,0
0.519515178,0.894710726,600,0
0.435030314,0.203833339,800,1
-0.582844658,0.441286347,0,0
0.290249,0.888709019,200,0
-0.308046238,-0.453358864,400,1
1.064503485,0.253887454,600,1
-0.371579269,0.655516963,800,0
-0.348575201,-0.263236379,0,1
0.505449455,0.354423297,200,1
-0.432621414,0.131172751,400,1
0.238347117,0.968931695,600,0
-0.600413695,-0.578497751,800,0
1.27522232,0.060549158,0,0
0.040728014,0.991492469,200,0
-0.342533861,-0.056416152,400,1
-0.923629821,0.828838905,600,0
-0.721270763,0.015620971,800,1
-0.632096062,-0.229124587,0,1
-0.603939024,0.398671893,200,0
0.281340974,0.062994676,400,1
-0.000927253,0.103915205,600,1
-0.07857658,-0.254293002,800,1
0.181811348,-0.47418424,0,1
-0.489674813,1.297882131,200,0
-0.436946273,0.260380899,400,1
-0.351092475,0.317176363,600,1
-0.062565833,1.040157307,800,0
0.905630726,1.00082138,0,0
-0.787791822,-0.773432384,200,0
-0.589424884,0.382332674,400,0
-0.415906235,0.718274555,600,0
0.979233228,-0.670765437,800,0
0.728804251,0.696037084,0,0
-0.214941495,-0.206449873,200,1
0.547125692,-0.74216808,400,0
-0.436151665,0.621201412,600,1
0.327256028,-0.81642019,800,0
0.362309882,-0.174311739,0,1
0.864881399,-0.395813091,200,0
-0.546631556,-0.118901486,400,1
0.543975724,-0.001064589,600,1
0.089961612,-0.573120503,800,1
-0.653030479,0.806569798,0,0
-1.199262902,0.654373618,200,0
0.255366616,0.641188185,400,1
0.328193077,0.498607294,600,1
-1.144511519,-0.380745139,800,0
0.149543071,0.178661459,0,1
-0.152832218,-1.056501842,200,0
0.010968156,-0.348315586,400,1
0.005157624,-0.288635149,600,1
0.320593388,-1.237884496,800,0
-0.122206288,0.684578753,0,1
0.65653632,-0.055175599,200,0
0.768091297,-0.19921035,400,1
-0.13692766,-0.74563455,600,1
-0.734629177,0.724232395,800,0
0.044402655,-0.337550285,0,1
0.048913094,1.122754135,200,1
-0.19586803,0.404631513,400,1
-0.090652828,0.328619677,600,1
-0.728273978,-1.083992174,800,0
-0.387960254,0.204872378,0,1
0.725380043,-0.993948974,200,0
-0.579974105,-1.070449875,400,0
0.021024848,-0.38398496,600,1
-1.249743541,-0.2363147,800,0
0.192214345,0.686006772,0,1
-0.757721169,0.541947636,200,0
-1.11599107,-0.461079317,400,0
1.074566355,-0.214675357,600,0
-0.412571524,0.156980259,800,1
1.370269663,-0.053536787,0,0
0.384514813,0.296826499,200,1
0.284606603,-0.319633579,400,1
0.128839646,0.055114747,600,1
-0.906368647,-0.205546988,800,0
0.368346467,-0.951471826,0,0
-0.614211489,-0.365168725,200,1
-0.442038658,0.018688855,400,1
0.711357322,0.43309572,600,0
-0.473410223,-1.072777822,800,0
-0.499529926,-0.685794113,0,1
-0.057487948,0.908220015,200,0
-0.73842609,0.163781709,400,1
-0.606709019,-0.784160617,600,0
-0.326660865,0.929161738,800,0
0.29516717,-0.42594626,0,1
0.960194482,0.689618915,200,0
0.622231374,-0.565169142,400,1
-0.443072679,0.08204436,600,1
-0.959088874,0.158755906,800,0
-0.244415312,0.749961631,0,1
-0.233012358,0.143122982,200,1
0.309608486,-0.553622136,400,1
0.494676314,0.034934233,600,1
1.082406131,-0.115008781,800,0
0.178830747,-0.708203722,0,1
1.124937841,0.095199451,200,0
0.002161301,0.53152734,400,1
-0.616581882,0.712252443,600,0
1.021715359,0.296161654,800,0
-0.656469556,0.292275235,0,1
0.583983603,-0.514657087,200,0
0.048142102,-0.304207329,400,1
-1.046238967,0.134255471,600,0
-0.160143712,-0.674095384,800,0
-1.189590897,0.411842349,0,0
0.371544804,0.551980159,200,1
0.792916234,0.028054961,400,1
0.396910793,-0.317795692,600,1
0.803208203,-0.015874507,800,1
-0.456997564,0.742431493,0,0
-0.119057845,0.257908319,200,1
-1.103927008,-0.249282234,400,0
-0.557924596,-0.722977993,600,0
-0.509971903,0.57732875,800,1
-0.177898962,-0.208510572,0,1
-1.152653868,-0.71375743,200,0
0.742734736,-0.105965552,400,0
-0.455954948,-0.188769725,600,1
0.750214144,1.003366908,800,0
0.506208577,-0.010789001,0,1
0.203274919,1.158895435,200,0
0.791976045,-0.475234226,400,0
0.709664858,0.500148113,600,1
-0.811941486,-0.354018546,800,0
-0.496563494,0.554138466,0,0
0.305002457,0.089107542,200,1
0.578228513,-0.042215992,400,1
-0.28704933,-0.64086203,600,0
0.668516757,-1.082062388,800,0
0.490322682,0.530206477,0,0
0.243787587,-1.10283385,200,0
-0.452002695,-0.232838672,400,1
0.011843516,0.779145922,600,1
0.722296021,0.461356287,800,0
0.437301536,-0.496904374,0,1
-0.383926483,-0.895295528,200,0
0.016528693,-0.188076211,400,1
-0.260289941,-0.501891032,600,1
0.559324163,-0.753002409,800,0
0.52662374,-0.131958828,0,1
-0.116364923,-0.283625265,200,1
0.506353846,0.631698131,400,0
-0.022006028,0.382666256,600,1
-0.671583735,0.732781204,800,0
0.79236128,0.375286623,0,0
-0.342025566,-0.907645923,200,0
0.648646041,1.278928718,400,0
-1.498169253,-0.259172093,600,0
-0.011322736,1.035139427,800,0
1.088623141,0.430715478,0,0
-0.532086158,0.618599042,200,0
0.517939692,-0.352430947,400,1
0.339505769,0.885296406,600,0
0.129323376,-0.6330984,800,0
0.223307844,-1.144462659,0,0
0.524417868,-0.518327749,200,1
0.147970679,-0.104803243,400,1
0.045212451,-0.544183169,600,1
-0.634635538,0.176675799,800,1
0.600039447,-0.182624262,0,0
0.684358798,0.791504474,200,0
1.208518046,0.164881747,400,0
1.124597055,-0.341706172,600,0
-1.149831681,-0.589476341,800,0
-0.376464115,-0.187649853,0,1
-0.45146107,0.062953104,200,1
-0.943522881,0.198140239,400,0
-0.407714218,0.640854408,600,0
0.843365302,0.041382913,800,1
-0.218592838,-0.145552304,0,1
-0.412019798,-0.449216392,200,1
0.071892807,-0.493717413,400,1
0.15803521,0.813532135,600,1
0.548132908,-0.383499146,800,1
-0.931352789,-0.091039768,0,1
-1.0444449,0.135207115,200,0
0.560384211,-0.783811757,400,0
0.974862205,-0.622347075,600,0
0.756834022,-0.241385851,800,0
-0.403232558,0.476741123,0,1
-0.191352623,-0.627902957,200,1
-1.105651325,0.234685937,400,0
-0.609861804,-0.007882527,600,1
-0.30740891,0.719963582,800,0
-0.140119758,0.71573689,0,1
0.450140509,-0.774099001,200,0
0.034433242,0.677435277,400,1
-0.157656009,0.284413347,600,1
-0.285639712,-1.330757692,800,0
0.529501085,-0.812718121,0,0
-0.049264104,0.839039895,200,1
-1.115296743,0.281321131,400,0
0.286620814,-0.248214103,600,1
-0.271863131,-0.44373691,800,1
-0.039065869,-0.46648153,0,1
1.345634892,-0.282887982,200,0
0.487217002,0.026747531,400,1
-0.742040566,0.721081557,600,0
0.443130912,-0.677069975,800,0
-1.278214424,0.045555347,0,0
1.197081889,0.549301967,200,0
0.461559779,0.443387809,400,1
-0.337181273,0.186493881,600,1
0.582139414,0.694784034,800,0
-0.00556176,0.725093528,0,0
-0.445876014,-1.303537309,200,0
-0.030169512,-0.74488493,400,1
0.958460871,0.469659006,600,0
-0.514809091,-0.82966845,800,0
0.355678535,0.509883013,0,0
0.555170009,-0.016365827,200,1
-0.753410178,-0.449778915,400,0
0.295064541,-0.314883382,600,1
0.091193229,0.72707666,800,1
0.960068255,-0.176371613,0,0
-0.257021747,-0.06309767,200,1
-0.417844263,0.212266762,400,1
-1.199726895,0.530462267,600,0
-0.571625719,0.717704646,800,0
-0.760438827,-0.614939612,0,0
-0.593953719,-0.59353513,200,0
0.178769089,0.325418022,400,1
-1.397595721,-0.297637818,600,0
-0.378076267,-0.115282322,800,1
-0.383221439,0.03388137,0,1
-0.541082846,0.013271759,200,1
-0.096180465,0.465312146,400,1
1.339875745,0.16612499,600,0
-1.111439627,0.053544489,800,0
-0.549049486,0.284123063,0,1
-0.537660701,-0.303983412,200,1
0.455446894,0.031772786,400,1
0.543488727,0.605338984,600,0
-0.220518859,0.763945804,800,1
0.814661801,0.080369053,0,0
0.23266812,-0.166527393,200,1
0.70283083,-0.273657219,400,1
0.469647627,0.456043783,600,1
0.702639493,-0.044245091,800,1
0.520357813,-0.870648159,0,0
-1.038370905,0.694504704,200,0
0.301702467,0.205255864,400,1
-0.223010799,0.105036967,600,1
0.177824041,0.431173874,800,1
0.559510739,0.172077651,0,1
0.7980154,0.519558142,200,1
-0.498362414,-1.088213952,400,0
0.618485407,0.188738142,600,1
0.199236812,-0.777600125,800,0
-0.368284832,-0.650941553,0,1
-0.029717889,1.0035356,200,0
0.204584549,0.219009941,400,1
-0.737072425,-0.574501092,600,0
-0.500190494,-0.355451395,800,1
0.067677005,-0.333498092,0,1
0.628728223,0.842404084,200,0
-0.047739642,-1.074123886,400,0
0.625913265,-0.501349201,600,0
-0.17255078,1.314876185,800,0
-0.074230449,-0.972201517,0,0
0.411153545,0.200721433,200,1
0.905708829,0.167596357,400,0
-1.021452355,-0.587811543,600,0
0.213903063,1.103487049,800,0
0.474450876,0.574849689,0,1
-0.753723581,0.242018497,200,0
0.115762904,-0.536590958,400,1
-0.427399063,-0.902966286,600,0
0.131908449,0.840985115,800,0
0.016754901,0.76687477,0,1
0.39401534,0.122236443,200,1
-0.589332643,-0.902409128,400,1
0.087111704,0.436847186,600,1
0.485157625,-0.425402147,800,1
-0.134412955,-0.648389031,0,1
0.703865597,0.661205285,200,0
0.758558216,0.471910089,400,0
-0.628086637,-0.574176977,600,0
0.579017084,-0.034668063,800,1
0.071764904,0.226278104,0,1
-0.341249008,1.02717837,200,0
0.489342105,-0.485901836,400,1
-0.37818042,-0.602271609,600,1
0.426431578,-1.00408894,800,0
-0.269097835,-0.888602893,0,1
-0.001931256,0.993309854,200,0
-1.39214325,-0.115300194,400,0
0.414671772,-0.104478227,600,1
0.783182453,-0.106013734,800,0
-0.276945245,0.675581507,0,1
-0.026302753,-0.531566493,200,1
0.223327826,-1.37480985,400,0
-0.564300635,-0.683067954,600,0
0.807590744,0.060405758,800,0
-0.534391266,-0.065680316,0,1
-0.030982683,0.273544737,200,1
0.805945727,-0.918318761,400,0
0.519515178,0.894710726,600,0
0.435030314,0.203833339,800,1
-0.582844658,0.441286347,0,0
0.290249,0.888709019,200,0
-0.308046238,-0.453358864,400,1
1.064503485,0.253887454,600,1
-0.371579269,0.655516963,800,0
-0.348575201,-0.263236379,0,1
0.505449455,0.354423297,200,1
-0.432621414,0.131172751,400,1
0.238347117,0.968931695,600,0
-0.600413695,-0.578497751,800,0
1.27522232,0.060549158,0,0
0.040728014,0.991492469,200,0
-0.342533861,-0.056416152,400,1
-0.923629821,0.828838905,600,0
-0.721270763,0.015620971,800,1
-0.632096062,-0.229124587,0,1
-0.603939024,0.398671893,200,0
0.281340974,0.062994676,400,1
-0.000927253,0.103915205,600,1
-0.07857658,-0.254293002,800,1
0.181811348,-0.47418424,0,1
-0.489674813,1.297882131,200,0
-0.436946273,0.260380899,400,1
-0.351092475,0.317176363,600,1
-0.062565833,1.040157307,800,0
0.905630726,1.00082138,0,0
-0.787791822,-0.773432384,200,0
-0.589424884,0.382332674,400,0
-0.415906235,0.718274555,600,0
0.979233228,-0.670765437,800,0
0.728804251,0.696037084,0,0
-0.214941495,-0.206449873,200,1
0.547125692,-0.74216808,400,0
-0.436151665,0.621201412,600,1
0.327256028,-0.81642019,800,0
0.362309882,-0.174311739,0,1
0.864881399,-0.395813091,200,0
-0.546631556,-0.118901486,400,1
0.543975724,-0.001064589,600,1
0.089961612,-0.573120503,800,1
-0.653030479,0.806569798,0,0
-1.199262902,0.654373618,200,0
0.255366616,0.641188185,400,1
0.328193077,0.498607294,600,1
-1.144511519,-0.380745139,800,0
0.149543071,0.178661459,0,1
-0.152832218,-1.056501842,200,0
0.010968156,-0.348315586,400,1
0.005157624,-0.288635149,600,1
0.320593388,-1.237884496,800,0
-0.122206288,0.684578753,0,1
0.65653632,-0.055175599,200,0
0.768091297,-0.19921035,400,1
-0.13692766,-0.74563455,600,1
-0.734629177,0.724232395,800,0
0.044402655,-0.337550285,0,1
0.048913094,1.122754135,200,1
-0.19586803,0.404631513,400,1
-0.090652828,0.328619677,600,1
-0.728273978,-1.083992174,800,0
-0.387960254,0.204872378,0,1
0.725380043,-0.993948974,200,0
-0.579974105,-1.070449875,400,0
0.021024848,-0.38398496,600,1
-1.249743541,-0.2363147,800,0
0.192214345,0.686006772,0,1
-0.757721169,0.541947636,200,0
-1.11599107,-0.461079317,400,0
1.074566355,-0.214675357,600,0
-0.412571524,0.156980259,800,1
1.370269663,-0.053536787,0,0
0.384514813,0.296826499,200,1
0.284606603,-0.319633579,400,1
0.128839646,0.055114747,600,1
-0.906368647,-0.205546988,800,0
0.368346467,-0.951471826,0,0
-0.614211489,-0.365168725,200,1
-0.442038658,0.018688855,400,1
0.711357322,0.43309572,600,0
-0.473410223,-1.072777822,800,0
-0.499529926,-0.685794113,0,1
-0.057487948,0.908220015,200,0
-0.73842609,0.163781709,400,1
-0.606709019,-0.784160617,600,0
-0.326660865,0.929161738,800,0
0.29516717,-0.42594626,0,1
0.960194482,0.689618915,200,0
0.622231374,-0.565169142,400,1
-0.443072679,0.08204436,600,1
-0.959088874,0.158755906,800,0
-0.244415312,0.749961631,0,1
-0.233012358,0.143122982,200,1
0.309608486,-0.553622136,400,1
0.494676314,0.034934233,600,1
1.082406131,-0.115008781,800,0
0.178830747,-0.708203722,0,1
1.124937841,0.095199451,200,0
0.002161301,0.53152734,400,1
-0.616581882,0.712252443,600,0
1.021715359,0.296161654,800,0
-0.656469556,0.292275235,0,1
0.583983603,-0.514657087,200,0
0.048142102,-0.304207329,400,1
-1.046238967,0.134255471,600,0
-0.160143712,-0.674095384,800,0
-1.189590897,0.411842349,0,0
0.371544804,0.551980159,200,1
0.792916234,0.028054961,400,1
